工作表,行号,列号,单元格,数据值,公式
KSK线束BOM明细,237,A,A237,6608507680,
KSK线束BOM明细,237,B,B237,组合式充电插座线束总成,
KSK线束BOM明细,237,C,C237,FHL91X/5.0/黄绿,
KSK线束BOM明细,237,D,D237,5mm²单芯铜导线,
KSK线束BOM明细,237,E,E237,N,
KSK线束BOM明细,237,F,F237,/,
KSK线束BOM明细,237,H,H237,0.25,
KSK线束BOM明细,237,I,I237,M,
KSK线束BOM明细,237,J,J237,鑫宏业/斯普乐,
KSK线束BOM明细,237,K,K237,★,
KSK线束BOM明细,237,M,M237,"=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,237,N,N237,"=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,237,O,O237,"=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,237,P,P237,"=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,237,Q,Q237,"=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,237,R,R237,=O237/1000*18.91+P237/1000*76.45+Q237/1000,=O237/1000*18.91+P237/1000*76.45+Q237/1000
KSK线束BOM明细,237,S,S237,=(N237+R237)*H237,=(N237+R237)*H237
KSK线束BOM明细,237,T,T237,=O237/1000*H237,=O237/1000*H237
KSK线束BOM明细,237,U,U237,=P237*H237,=P237*H237
KSK线束BOM明细,237,V,V237,=R237*H237,=R237*H237
KSK线束BOM明细,237,W,W237,"=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,237,X,X237,"=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,237,Y,Y237,"=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C237,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,238,A,A238,6608507680,
KSK线束BOM明细,238,B,B238,组合式充电插座线束总成,
KSK线束BOM明细,238,C,C238,FLRY-B/0.5/黑,
KSK线束BOM明细,238,D,D238,低压导线,
KSK线束BOM明细,238,E,E238,N,
KSK线束BOM明细,238,F,F238,A01011796,
KSK线束BOM明细,238,H,H238,9.9,
KSK线束BOM明细,238,I,I238,M,
KSK线束BOM明细,238,J,J238,福斯,
KSK线束BOM明细,238,K,K238,★,
KSK线束BOM明细,238,M,M238,"=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,238,N,N238,"=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,238,O,O238,"=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,238,P,P238,"=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,238,Q,Q238,"=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,238,R,R238,=O238/1000*18.91+P238/1000*76.45+Q238/1000,=O238/1000*18.91+P238/1000*76.45+Q238/1000
KSK线束BOM明细,238,S,S238,=(N238+R238)*H238,=(N238+R238)*H238
KSK线束BOM明细,238,T,T238,=O238/1000*H238,=O238/1000*H238
KSK线束BOM明细,238,U,U238,=P238*H238,=P238*H238
KSK线束BOM明细,238,V,V238,=R238*H238,=R238*H238
KSK线束BOM明细,238,W,W238,"=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,238,X,X238,"=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,238,Y,Y238,"=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C238,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,239,A,A239,6608507680,
KSK线束BOM明细,239,B,B239,组合式充电插座线束总成,
KSK线束BOM明细,239,C,C239,LG3305D012B,
KSK线束BOM明细,239,D,D239,12OR橙色波纹管,
KSK线束BOM明细,239,E,E239,N,
KSK线束BOM明细,239,F,F239,A04101161,
KSK线束BOM明细,239,H,H239,1.2,
KSK线束BOM明细,239,I,I239,M,
KSK线束BOM明细,239,J,J239,骏鼎达/诗兰姆,
KSK线束BOM明细,239,K,K239,★,
KSK线束BOM明细,239,M,M239,"=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,239,N,N239,"=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,239,O,O239,"=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,239,P,P239,"=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,239,Q,Q239,"=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,239,R,R239,=O239/1000*18.91+P239/1000*76.45+Q239/1000,=O239/1000*18.91+P239/1000*76.45+Q239/1000
KSK线束BOM明细,239,S,S239,=(N239+R239)*H239,=(N239+R239)*H239
KSK线束BOM明细,239,T,T239,=O239/1000*H239,=O239/1000*H239
KSK线束BOM明细,239,U,U239,=P239*H239,=P239*H239
KSK线束BOM明细,239,V,V239,=R239*H239,=R239*H239
KSK线束BOM明细,239,W,W239,"=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,239,X,X239,"=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,239,Y,Y239,"=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C239,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,240,A,A240,6608507680,
KSK线束BOM明细,240,B,B240,组合式充电插座线束总成,
KSK线束BOM明细,240,C,C240,SCS2165A019,
KSK线束BOM明细,240,D,D240,19OR橙色编织套管,
KSK线束BOM明细,240,E,E240,N,
KSK线束BOM明细,240,F,F240,A04101671,
KSK线束BOM明细,240,H,H240,2.79,
KSK线束BOM明细,240,I,I240,M,
KSK线束BOM明细,240,J,J240,骏鼎达/明鑫,
KSK线束BOM明细,240,K,K240,★,
KSK线束BOM明细,240,M,M240,"=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,240,N,N240,"=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,240,O,O240,"=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,240,P,P240,"=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,240,Q,Q240,"=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,240,R,R240,=O240/1000*18.91+P240/1000*76.45+Q240/1000,=O240/1000*18.91+P240/1000*76.45+Q240/1000
KSK线束BOM明细,240,S,S240,=(N240+R240)*H240,=(N240+R240)*H240
KSK线束BOM明细,240,T,T240,=O240/1000*H240,=O240/1000*H240
KSK线束BOM明细,240,U,U240,=P240*H240,=P240*H240
KSK线束BOM明细,240,V,V240,=R240*H240,=R240*H240
KSK线束BOM明细,240,W,W240,"=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,240,X,X240,"=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,240,Y,Y240,"=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C240,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,241,A,A241,6608507680,
KSK线束BOM明细,241,B,B241,组合式充电插座线束总成,
KSK线束BOM明细,241,C,C241,LY5016019-OR2,
KSK线束BOM明细,241,D,D241,橙色布基胶带,
KSK线束BOM明细,241,E,E241,N,
KSK线束BOM明细,241,F,F241,A04101159,
KSK线束BOM明细,241,H,H241,5,
KSK线束BOM明细,241,I,I241,M,
KSK线束BOM明细,241,J,J241,联益,
KSK线束BOM明细,241,K,K241,★,
KSK线束BOM明细,241,M,M241,"=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,241,N,N241,"=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,241,O,O241,"=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,241,P,P241,"=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,241,Q,Q241,"=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,241,R,R241,=O241/1000*18.91+P241/1000*76.45+Q241/1000,=O241/1000*18.91+P241/1000*76.45+Q241/1000
KSK线束BOM明细,241,S,S241,=(N241+R241)*H241,=(N241+R241)*H241
KSK线束BOM明细,241,T,T241,=O241/1000*H241,=O241/1000*H241
KSK线束BOM明细,241,U,U241,=P241*H241,=P241*H241
KSK线束BOM明细,241,V,V241,=R241*H241,=R241*H241
KSK线束BOM明细,241,W,W241,"=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,241,X,X241,"=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,241,Y,Y241,"=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C241,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,242,A,A242,6608507680,
KSK线束BOM明细,242,B,B242,组合式充电插座线束总成,
KSK线束BOM明细,242,C,C242,LY5016019,
KSK线束BOM明细,242,D,D242,黑色布基胶带,
KSK线束BOM明细,242,E,E242,N,
KSK线束BOM明细,242,F,F242,A04030943,
KSK线束BOM明细,242,H,H242,1.66,
KSK线束BOM明细,242,I,I242,M,
KSK线束BOM明细,242,J,J242,联益,
KSK线束BOM明细,242,K,K242,★,
KSK线束BOM明细,242,M,M242,"=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,242,N,N242,"=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,242,O,O242,"=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,242,P,P242,"=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,242,Q,Q242,"=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,242,R,R242,=O242/1000*18.91+P242/1000*76.45+Q242/1000,=O242/1000*18.91+P242/1000*76.45+Q242/1000
KSK线束BOM明细,242,S,S242,=(N242+R242)*H242,=(N242+R242)*H242
KSK线束BOM明细,242,T,T242,=O242/1000*H242,=O242/1000*H242
KSK线束BOM明细,242,U,U242,=P242*H242,=P242*H242
KSK线束BOM明细,242,V,V242,=R242*H242,=R242*H242
KSK线束BOM明细,242,W,W242,"=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,242,X,X242,"=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,242,Y,Y242,"=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C242,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,243,A,A243,6608507680,
KSK线束BOM明细,243,B,B243,组合式充电插座线束总成,
KSK线束BOM明细,243,C,C243,P111W0192510002,
KSK线束BOM明细,243,D,D243,橙色PVC胶带,
KSK线束BOM明细,243,E,E243,N,
KSK线束BOM明细,243,F,F243,A04101670,
KSK线束BOM明细,243,H,H243,4.5,
KSK线束BOM明细,243,I,I243,M,
KSK线束BOM明细,243,J,J243,亚化,
KSK线束BOM明细,243,K,K243,★,
KSK线束BOM明细,243,M,M243,"=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,243,N,N243,"=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,243,O,O243,"=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,243,P,P243,"=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,243,Q,Q243,"=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,243,R,R243,=O243/1000*18.91+P243/1000*76.45+Q243/1000,=O243/1000*18.91+P243/1000*76.45+Q243/1000
KSK线束BOM明细,243,S,S243,=(N243+R243)*H243,=(N243+R243)*H243
KSK线束BOM明细,243,T,T243,=O243/1000*H243,=O243/1000*H243
KSK线束BOM明细,243,U,U243,=P243*H243,=P243*H243
KSK线束BOM明细,243,V,V243,=R243*H243,=R243*H243
KSK线束BOM明细,243,W,W243,"=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,243,X,X243,"=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,243,Y,Y243,"=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C243,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,244,A,A244,6608507680,
KSK线束BOM明细,244,B,B244,组合式充电插座线束总成,
KSK线束BOM明细,244,C,C244,6211015110AL,
KSK线束BOM明细,244,D,D244,防水泥,
KSK线束BOM明细,244,E,E244,N,
KSK线束BOM明细,244,F,F244,A04010396,
KSK线束BOM明细,244,H,H244,3,
KSK线束BOM明细,244,I,I244,PCS,
KSK线束BOM明细,244,J,J244,DSG/凯密科,
KSK线束BOM明细,244,K,K244,★,
KSK线束BOM明细,244,M,M244,"=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,244,N,N244,"=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,244,O,O244,"=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,244,P,P244,"=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,244,Q,Q244,"=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,244,R,R244,=O244/1000*18.91+P244/1000*76.45+Q244/1000,=O244/1000*18.91+P244/1000*76.45+Q244/1000
KSK线束BOM明细,244,S,S244,=(N244+R244)*H244,=(N244+R244)*H244
KSK线束BOM明细,244,T,T244,=O244/1000*H244,=O244/1000*H244
KSK线束BOM明细,244,U,U244,=P244*H244,=P244*H244
KSK线束BOM明细,244,V,V244,=R244*H244,=R244*H244
KSK线束BOM明细,244,W,W244,"=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,244,X,X244,"=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,244,Y,Y244,"=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C244,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,245,A,A245,6608507680,
KSK线束BOM明细,245,B,B245,组合式充电插座线束总成,
KSK线束BOM明细,245,C,C245,E281-HB-01,
KSK线束BOM明细,245,D,D245,塑料护板上盖,
KSK线束BOM明细,245,E,E245,N,
KSK线束BOM明细,245,F,F245,/,
KSK线束BOM明细,245,H,H245,1,
KSK线束BOM明细,245,I,I245,PCS,
KSK线束BOM明细,245,J,J245,博昊/天久/华凯,
KSK线束BOM明细,245,K,K245,★,
KSK线束BOM明细,245,M,M245,"=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,245,N,N245,"=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,245,O,O245,"=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,245,P,P245,"=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,245,Q,Q245,"=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,245,R,R245,=O245/1000*18.91+P245/1000*76.45+Q245/1000,=O245/1000*18.91+P245/1000*76.45+Q245/1000
KSK线束BOM明细,245,S,S245,=(N245+R245)*H245,=(N245+R245)*H245
KSK线束BOM明细,245,T,T245,=O245/1000*H245,=O245/1000*H245
KSK线束BOM明细,245,U,U245,=P245*H245,=P245*H245
KSK线束BOM明细,245,V,V245,=R245*H245,=R245*H245
KSK线束BOM明细,245,W,W245,"=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,245,X,X245,"=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,245,Y,Y245,"=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C245,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,246,A,A246,6608507680,
KSK线束BOM明细,246,B,B246,组合式充电插座线束总成,
KSK线束BOM明细,246,C,C246,E281-HB-02,
KSK线束BOM明细,246,D,D246,塑料护板下盖,
KSK线束BOM明细,246,E,E246,N,
KSK线束BOM明细,246,F,F246,/,
KSK线束BOM明细,246,H,H246,1,
KSK线束BOM明细,246,I,I246,PCS,
KSK线束BOM明细,246,J,J246,博昊/天久/华凯,
KSK线束BOM明细,246,K,K246,★,
KSK线束BOM明细,246,M,M246,"=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,246,N,N246,"=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,246,O,O246,"=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,246,P,P246,"=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,246,Q,Q246,"=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,246,R,R246,=O246/1000*18.91+P246/1000*76.45+Q246/1000,=O246/1000*18.91+P246/1000*76.45+Q246/1000
KSK线束BOM明细,246,S,S246,=(N246+R246)*H246,=(N246+R246)*H246
KSK线束BOM明细,246,T,T246,=O246/1000*H246,=O246/1000*H246
KSK线束BOM明细,246,U,U246,=P246*H246,=P246*H246
KSK线束BOM明细,246,V,V246,=R246*H246,=R246*H246
KSK线束BOM明细,246,W,W246,"=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,246,X,X246,"=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,246,Y,Y246,"=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C246,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,247,A,A247,6608507680,
KSK线束BOM明细,247,B,B247,组合式充电插座线束总成,
KSK线束BOM明细,247,C,C247,E281-ZJ-01,
KSK线束BOM明细,247,D,D247,金属支架,
KSK线束BOM明细,247,E,E247,N,
KSK线束BOM明细,247,F,F247,/,
KSK线束BOM明细,247,H,H247,1,
KSK线束BOM明细,247,I,I247,PCS,
KSK线束BOM明细,247,J,J247,恒伟林/贵龙/华凯,
KSK线束BOM明细,247,K,K247,★,
KSK线束BOM明细,247,M,M247,"=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,8,0),0)"
KSK线束BOM明细,247,N,N247,"=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,9,0),0)"
KSK线束BOM明细,247,O,O247,"=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,10,0),0)"
KSK线束BOM明细,247,P,P247,"=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,11,0),0)"
KSK线束BOM明细,247,Q,Q247,"=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,12,0),0)"
KSK线束BOM明细,247,R,R247,=O247/1000*18.91+P247/1000*76.45+Q247/1000,=O247/1000*18.91+P247/1000*76.45+Q247/1000
KSK线束BOM明细,247,S,S247,=(N247+R247)*H247,=(N247+R247)*H247
KSK线束BOM明细,247,T,T247,=O247/1000*H247,=O247/1000*H247
KSK线束BOM明细,247,U,U247,=P247*H247,=P247*H247
KSK线束BOM明细,247,V,V247,=R247*H247,=R247*H247
KSK线束BOM明细,247,W,W247,"=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,13,0),0)"
KSK线束BOM明细,247,X,X247,"=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,14,0),0)"
KSK线束BOM明细,247,Y,Y247,"=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C247,二次物料明细!$A:$O,15,0),0)"
KSK线束BOM明细,248,A,A248,6608507680,
KSK线束BOM明细,248,B,B248,组合式充电插座线束总成,
KSK线束BOM明细,248,C,C248,E281-ZJ-02,
KSK线束BOM明细,248,D,D248,金属支架,
KSK线束BOM明细,248,E,E248,N,
KSK线束BOM明细,248,F,F248,/,
KSK线束BOM明细,248,H,H248,1,
KSK线束BOM明细,248,I,I248,PCS,
KSK线束BOM明细,248,J,J248,恒伟林/贵龙/华凯,
KSK线束BOM明细,248,K,K248,★,
KSK线束BOM明细,248,M,M248,"=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C248,二次物料明细!$A:$O,8,0),0)"
